name,category,rating_score,rating_count,feature,addr,source,image,lat,lng
전주 한옥숙박체험관,게스트하우스,0.0,5,한옥마을 중심,전북특별자치도 전주시 완산구 은행로 56-1,n,전주 한옥숙박체험관.jpg,35.8149497,127.1522112
전주 교동외갓집 한옥스테이,게스트하우스,0.0,3,전주한옥마을 근처,전북특별자치도 전주시 완산구 향교길 85-14,n,전주 교동외갓집 한옥스테이.jpg,35.8123759,127.1546107
전주 몽유화원 한옥스테이,게스트하우스,0.0,17,전주 한옥마을 인근에 위치,전북특별자치도 전주시 완산구 서학3길 85,n,전주 몽유화원 한옥스테이.jpg,35.8092175,127.1516527
전주 라온 꿀잠 한옥스테이,게스트하우스,0.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 99-6,n,전주 라온 꿀잠 한옥스테이.jpg,35.8158517,127.1543037
전주 은행로 86.2 게스트하우스,게스트하우스,0.0,3,남천교,전북특별자치도 전주시 완산구 은행로 86-2,n,전주 은행로 86.2 게스트하우스.jpg,35.8123406,127.1527136
전주 우아동 큐브 505 (CUBE 505),모텔/호텔,0.0,2095,전주역 도보 5분 이내,전북특별자치도 전주시 덕진구 동부대로 700-17,n,전주 우아동 큐브 505 (CUBE 505).jpg,35.8515075,127.1604422
전주 덕진동 호텔 쏘울(Hotel Soul),모텔/호텔,0.0,1697,덕진공원 앞 눌러서 위치 확인,전북특별자치도 전주시 덕진구 덕진연못2길 11,n,전주 덕진동 호텔 쏘울(Hotel Soul).jpg,35.8459838,127.1223647
전주 에이플러스,모텔/호텔,4.8,125,전주역 차량 5분 한옥마을 8분,전북특별자치도 전주시 덕진구 동부대로 527,n,전주 에이플러스.jpg,35.8382503,127.1702072
전주 소담소담펜션,펜션,0.0,55,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 내원당길 69-6,n,전주 소담소담펜션.jpg,35.7944296,127.1716105
전주 포레스트그릴 글램핑,펜션,0.0,0,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 학봉1길 39,n,전주 포레스트그릴 글램핑.jpg,35.8018185,127.1516586
전주 한옥마당예쁜집펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 79-8,n,전주 한옥마당예쁜집펜션.jpg,35.8122937,127.1538873
전주 우아동 우아장,모텔/호텔,0.0,4,전주시 덕진구 우아1동,전북특별자치도 전주시 덕진구 도당산4길 8-15,n,전주 우아동 우아장.jpg,35.8476676,127.1582248
전주 핀앤핏하우스,모텔/호텔,4.8,992,눌러서 위치 확인하기,전북특별자치도 전주시 덕진구 덕진광장로 8-1,n,전주 핀앤핏하우스.jpg,35.8439949,127.1247137
전주 나비,모텔/호텔,4.5,221,전주한옥마을차량10분 전주역차량 3분,전북특별자치도 전주시 덕진구 산정3길 28,n,전주 나비.jpg,35.8389435,127.1694234
